time,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),red,green,blue,rededge1,rededge2,rededge3,nir,swir
2022-03-06,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1840.2478,2212.9648,1824.2549,2773.1667,4881.303,5797.039,5691.604,3110.565
2022-03-01,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1385.014,1681.2228,1369.1412,2094.144,3964.072,5021.277,4994.689,2576.4543
2022-02-24,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2022-02-19,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1691.0469,2004.9165,1733.1749,2349.7585,4653.158,6063.018,5853.0938,3226.7969
2022-02-14,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1408.082,1714.1165,1400.6204,2077.704,4527.7856,5847.36,5649.028,3078.3152
2022-02-09,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2022-02-04,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2022-01-30,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1731.4208,2185.3037,2008.8468,2395.3953,4875.568,6282.9614,6075.0386,3460.6208
2022-01-20,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,380.67,729.876,477.4384,984.3968,2898.256,3689.2112,3519.6504,2032.4608
2022-01-10,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1315.0485,1578.5272,1366.5325,1900.662,2848.324,3200.2695,2983.7542,2286.2505
2022-01-05,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,761.52795,906.8853,751.6323,1177.6177,1508.7412,1607.3353,1559.6736,1135.9294
2021-12-31,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,582.6912,625.3448,437.4496,927.344,1093.408,1230.28,1155.4884,711.68
2021-12-26,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1003.645,944.63556,868.4395,1233.0175,1266.9271,1337.446,1314.7667,1651.4752
2021-12-21,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,993.5596,875.7144,788.8052,1200.3888,1148.9856,1249.0496,1209.8976,1263.288
2021-12-16,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2021-12-11,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2021-12-06,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,991.876,748.7072,542.2416,1278.8575,1401.6832,1528.1488,1568.2596,1862.4912
2021-12-01,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,,,,,,,,
2021-11-26,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,1156.2568,984.42,614.7104,1834.8464,2348.0352,2601.5376,2606.4175,2368.1377
2021-11-21,Chau_Thanh,10.408003,105.139183,WS,T,27-03-2022,2.64,7200,691.6272,853.914,459.1584,1514.9104,2660.0193,3169.5776,3117.1255,1992.5009
2022-03-26,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2022-03-21,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,2049.3965,2193.3188,1824.057,2885.3782,3893.082,4424.7134,4316.7505,3197.403
2022-03-16,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2022-03-11,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1619.1505,1850.1293,1460.908,2439.4426,3917.9568,4600.2646,4634.0527,2803.2336
2022-03-06,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,2264.911,2678.6128,2355.8728,3181.675,5086.5127,5873.7627,5844.2,3468.7153
2022-03-01,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1464.1863,1753.6443,1412.68,2194.0088,3910.8992,4802.3354,4754.9175,2622.9358
2022-02-24,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2022-02-19,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1445.9116,1742.3447,1468.8181,2065.1965,4175.1606,5454.5728,5333.9644,2784.33
2022-02-14,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1473.9349,1754.9854,1525.0935,2026.6742,3876.1914,4824.9824,4656.6284,2676.74
2022-02-09,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2022-02-04,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2022-01-30,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1615.3645,2021.6962,1852.7787,2223.8313,4384.68,5625.347,5416.324,3099.3674
2022-01-20,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,454.75458,776.1461,521.81006,1032.9153,2896.4324,3757.325,3588.992,2037.0424
2022-01-10,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,677.0908,944.762,778.8692,1145.9346,2299.0962,2783.6821,2658.1099,1650.3633
2022-01-05,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,546.0442,786.9749,543.53046,1067.0717,2091.4468,2422.5674,2286.2725,1277.1864
2021-12-31,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,579.20526,676.1154,463.85974,946.04456,1381.707,1620.4113,1498.789,745.2301
2021-12-26,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,849.2288,881.8456,736.24744,1183.7461,1493.7972,1649.1544,1570.6716,1385.0316
2021-12-21,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,909.495,888.14636,743.2352,1197.7026,1308.7686,1463.3134,1366.9371,1015.97473
2021-12-16,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2021-12-11,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2021-12-06,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,901.1068,756.40015,567.9466,1178.1317,1340.0278,1468.8179,1470.3417,1350.9196
2021-12-01,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,,,,,,,,
2021-11-26,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,1084.4857,897.71655,609.1388,1614.7297,1987.778,2211.1272,2212.6494,2284.5325
2021-11-21,Chau_Thanh,10.41636,105.142144,WS,T,27-03-2022,1.43,7000,801.6553,934.7647,562.9248,1565.4021,2675.4111,3199.2673,3129.0232,1995.3976
2022-03-26,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,2011.1534,1988.5415,1684.719,2680.179,3212.1458,3449.492,3472.9893,3249.312
2022-03-21,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,2023.4047,2148.5542,1883.5789,2711.6982,3489.366,3921.1624,3822.123,2906.4707
2022-03-16,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2022-03-11,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1646.1317,1878.2112,1471.6605,2511.7053,3990.8943,4653.0024,4689.661,2840.701
2022-03-06,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1832.5311,2123.5417,1830.4796,2545.192,4095.597,4765.847,4556.826,2774.0835
2022-03-01,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1481.738,1773.8121,1436.5778,2213.938,3916.919,4794.6,4748.1094,2621.837
2022-02-24,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2022-02-19,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1341.712,1596.352,1358.7261,1886.8099,3774.0015,4934.451,4845.8657,2553.007
2022-02-14,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1303.1293,1528.0015,1295.4379,1806.1066,3611.6768,4595.655,4408.856,2522.9067
2022-02-09,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2022-02-04,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2022-01-30,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1689.1742,2071.67,1955.3029,2228.2783,4165.2437,5279.7344,5062.5728,2915.4023
2022-01-20,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,380.77524,677.9106,444.27817,924.55176,2669.9282,3428.283,3276.3105,1892.0363
2022-01-10,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,752.16315,1034.4263,826.32434,1293.9779,2399.234,2784.7502,2643.6226,1817.946
2022-01-05,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,772.67975,995.10394,792.0488,1263.8313,1975.4371,2184.268,2052.2117,1368.9374
2021-12-31,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,571.3717,674.9406,450.68652,963.9317,1341.6163,1527.3069,1422.4828,818.5585
2021-12-26,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,1440.4071,1497.2878,1391.3447,1797.0734,1913.1744,2016.033,1911.5381,1534.9895
2021-12-21,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,945.14374,894.90607,791.4172,1185.9476,1222.7288,1351.3099,1290.1355,1298.399
2021-12-16,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2021-12-11,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2021-12-06,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,971.57043,789.3211,589.8593,1262.2264,1426.2764,1567.8026,1571.2716,1344.5713
2021-12-01,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,,,,,,,,
2021-11-26,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,984.3459,899.272,553.2232,1634.355,2244.6438,2511.8567,2499.1863,2138.7048
2021-11-21,Chau_Thanh,10.399645,105.141286,WS,T,27-03-2022,5.5,8000,665.746,855.7615,465.67667,1478.903,2668.0054,3190.327,3104.6536,1923.6881
2022-03-26,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,3209.1667,2766.361,2314.3333,3999.111,4448.5557,4819.4443,4893.6113,5739.1113
2022-03-21,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1838.326,1963.9188,1705.2495,2457.887,3216.879,3627.8892,3502.4915,2661.07
2022-03-16,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2022-03-11,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1915.9282,2186.5686,1802.6638,2796.8057,4341.4766,5030.61,5052.752,3129.5745
2022-03-06,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1763.3512,2123.2764,1770.6532,2664.3137,4574.5205,5319.3755,5240.557,2986.5938
2022-03-01,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1433.5521,1730.0007,1394.8374,2168.075,3900.927,4783.3203,4742.737,2574.288
2022-02-24,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2022-02-19,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1281.5605,1570.932,1320.9868,1869.1399,4082.8298,5505.8564,5413.193,2647.998
2022-02-14,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1841.4257,2152.045,1857.2538,2532.7705,4889.2095,6177.676,5931.392,3442.9949
2022-02-09,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2022-02-04,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2022-01-30,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1755.8654,2130.659,2066.4958,2216.4854,3951.5742,5054.805,4758.2227,2721.334
2022-01-20,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,691.9263,997.68536,758.56024,1275.7172,3038.752,3833.2024,3648.3103,2243.8667
2022-01-10,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,524.1398,826.123,564.4087,1118.6356,2347.8525,2782.3557,2627.2126,1618.19
2022-01-05,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,684.8174,877.20013,677.8824,1141.3207,1768.3221,1938.1241,1809.965,1276.1359
2021-12-31,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,551.8062,654.0627,430.43213,946.79395,1322.2833,1493.3475,1394.2542,819.8893
2021-12-26,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1097.3357,1101.5802,973.08936,1401.3992,1411.3146,1485.3816,1404.0211,1298.3862
2021-12-21,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,905.37897,860.7441,695.6313,1183.1096,1153.1373,1284.0183,1190.6862,641.75256
2021-12-16,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1530.5,1670.5,1889.5,2162.0,2640.0,2789.0,2491.0,1837.0
2021-12-11,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2021-12-06,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,1128.5175,912.4322,686.4287,1451.7859,1600.2927,1746.9791,1756.8907,1578.306
2021-12-01,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,,,,,,,,
2021-11-26,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,941.7512,931.3741,493.6509,1779.3271,2622.339,2935.6208,2923.2454,2304.9346
2021-11-21,Chau_Thanh,10.407581,105.1521,WS,T,27-03-2022,2.75,7000,829.38837,993.6394,584.5788,1684.5347,2888.64,3440.4404,3356.9949,2087.7246
2022-03-26,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2022-03-21,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,2149.2334,2273.323,2061.4731,2756.3523,3458.631,3866.9265,3736.847,2958.2163
2022-03-16,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2022-03-11,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,1678.1016,1914.4272,1505.2755,2565.3423,4046.7534,4696.5215,4741.0835,2917.0332
2022-03-06,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,2125.249,2449.6338,2192.4697,2883.9688,4486.3125,5168.6494,5046.176,3154.9883
2022-03-01,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,1450.5817,1738.1832,1405.4163,2182.4614,3805.8958,4597.275,4559.9253,2564.047
2022-02-24,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2022-02-19,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,1969.9832,2278.1555,2111.912,2530.5676,4478.9053,5754.946,5616.1553,3357.8108
2022-02-14,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,1242.8809,1433.668,1238.603,1677.6595,3188.0505,4014.147,3867.2517,2215.475
2022-02-09,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2022-02-04,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2022-01-30,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,2014.5956,2378.6108,2319.9978,2490.5168,4273.8584,5450.1245,5210.615,3113.834
2022-01-20,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,379.0349,689.1069,449.83792,949.28925,2744.6064,3539.2866,3398.4478,1874.8134
2022-01-10,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,802.78595,1114.9941,956.372,1313.3798,2590.8782,3064.7588,2923.719,1915.9968
2022-01-05,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,987.82745,1382.4078,1183.6392,1615.749,2437.7844,2606.6118,2464.5725,1607.4
2021-12-31,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,449.99915,640.0866,386.5086,926.55084,1557.4952,1777.6681,1649.0858,1012.0056
2021-12-26,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,760.4321,856.90857,701.8983,1146.8269,1475.6284,1616.5944,1531.087,1132.5332
2021-12-21,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,800.8948,799.67053,655.18555,1101.0558,1226.5541,1372.5808,1294.3569,943.43427
2021-12-16,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2021-12-11,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2021-12-06,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,1008.41156,839.90814,629.6926,1316.7998,1515.25,1653.2947,1643.3202,993.92645
2021-12-01,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,,,,,,,,
2021-11-26,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,891.4375,794.9137,486.72025,1431.6705,1961.7526,2199.0664,2170.133,1753.8065
2021-11-21,Chau_Thanh,10.400025,105.152916,WS,T,27-03-2022,2.53,7000,733.74915,897.9362,508.69006,1542.7861,2714.5337,3246.203,3178.969,2009.3363
2022-03-26,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,2203.8115,1882.0819,1725.8934,2502.9836,2570.6885,2731.0984,2747.6394,3054.951
2022-03-21,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2022-03-16,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2022-03-11,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,2303.0122,2294.2075,1828.3599,3245.1882,4063.8533,4503.0054,4571.703,3703.4668
2022-03-06,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,2510.0315,2767.8948,2401.9973,3504.6072,4848.69,5389.452,5256.2627,3579.2102
2022-03-01,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,1722.2307,1960.8096,1540.1603,2666.4756,4021.6914,4598.1665,4595.6406,2875.9082
2022-02-24,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2022-02-19,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,1450.4004,1815.1384,1420.6384,2323.3909,4344.232,5274.2256,5229.1577,2710.7468
2022-02-14,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,1315.9856,1633.4421,1302.0344,2022.9667,3712.6646,4454.988,4335.5146,2283.4004
2022-02-09,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2022-02-04,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2022-01-30,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,2449.7793,2832.2666,2796.4531,2937.0012,4774.929,6125.9414,5832.197,3523.009
2022-01-20,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,348.70255,664.6859,427.3829,943.8657,3371.5728,4880.0767,4752.2695,2197.4856
2022-01-10,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,344.70764,696.5642,453.39426,970.22925,3662.139,5178.4077,4977.21,2501.9153
2022-01-05,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,245.31236,574.7745,323.06625,851.5585,3215.5234,4254.0347,4085.8557,2152.2031
2021-12-31,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,213.94574,571.77356,273.78516,853.0703,3224.9756,4265.701,4004.4368,2322.6062
2021-12-26,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,468.59323,808.0838,555.0583,1084.0399,2785.8257,3267.218,3049.217,1912.1099
2021-12-21,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,485.1744,753.8693,512.07587,1021.2497,1958.248,2248.3438,2065.6135,1341.6467
2021-12-16,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2021-12-11,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2021-12-06,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,953.3941,851.5266,712.2417,1190.1758,1166.2151,1228.2323,1226.8403,1409.7151
2021-12-01,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,,,,,,,,
2021-11-26,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,1027.1299,877.43005,641.59875,1335.5754,1193.6659,1259.2764,1161.6604,118.52941
2021-11-21,Chau_Thanh,10.42324,105.126544,WS,D,27-03-2022,1.87,7200,986.6524,897.85706,648.173,1299.8231,1145.485,1253.9756,1101.9282,276.33926
2022-03-26,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1942.4,1725.9186,1621.8512,2148.6985,2187.338,2309.6497,2312.5303,2664.221
2022-03-21,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,3971.7986,3347.6934,2921.785,4648.717,5023.579,5557.3813,5484.4004,5992.1855
2022-03-16,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2022-03-11,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,2020.2134,2196.7888,1623.8755,3182.4187,4475.162,5018.732,5077.088,3413.5737
2022-03-06,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,2045.7517,2432.346,2130.4382,2935.251,4393.604,4908.3594,4995.186,3004.076
2022-03-01,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1550.0703,1863.0392,1452.8566,2472.1787,4229.1255,4997.1333,5009.086,2809.5598
2022-02-24,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2022-02-19,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1643.8938,2005.4072,1679.1498,2398.6567,4512.7,5750.5786,5628.912,2867.378
2022-02-14,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1509.0312,1846.0453,1500.2772,2282.5845,4498.0024,5696.695,5597.582,2735.2632
2022-02-09,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2022-02-04,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2022-01-30,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1547.3953,1977.699,1832.7843,2147.8254,4771.453,6791.0156,6633.9595,3301.4038
2022-01-20,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,318.9919,673.0123,435.50903,922.78815,3548.0422,5134.4067,4961.0215,2244.5813
2022-01-10,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,705.3712,989.0809,863.13605,1154.5288,2919.951,3905.2861,3727.9468,2050.1262
2022-01-05,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,304.1907,695.25104,398.8735,992.7309,3544.348,4538.647,4341.5215,2404.3752
2021-12-31,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,256.58246,671.98157,311.3287,978.80774,3108.173,3820.3333,3557.8313,2212.0312
2021-12-26,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,520.18994,845.8654,553.5294,1151.8455,2203.1406,2412.352,2206.7961,1308.7712
2021-12-21,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,708.1453,847.51324,669.22644,1086.2415,1356.9412,1480.5452,1353.0223,842.6328
2021-12-16,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2021-12-11,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2021-12-06,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1035.6658,859.40967,726.8951,1236.7784,1186.6245,1262.5126,1247.1979,693.8387
2021-12-01,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,,,,,,,,
2021-11-26,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,1060.6033,852.5394,646.11993,1338.9135,1197.3295,1283.9558,1184.802,56.92157
2021-11-21,Chau_Thanh,10.421066,105.136822,WS,D,27-03-2022,2.75,7000,972.6991,977.7561,811.72925,1321.643,1202.3848,1312.9673,1138.3228,511.3747
2022-03-26,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,2262.6875,1968.8438,1834.9062,2550.4375,2573.4375,2729.25,2757.5,2995.5625
2022-03-21,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,2446.6716,2253.9402,2131.7239,2758.8806,2941.6418,3215.1492,3111.612,3437.7014
2022-03-16,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,,,,,,,,
2022-03-11,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,2296.6584,2138.9705,1667.188,3168.065,3893.3757,4337.2344,4443.1924,3999.3462
2022-03-06,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,2336.1665,2605.286,2188.8865,3411.194,4848.573,5413.653,5392.8394,3618.289
2022-03-01,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,1705.2521,1944.6693,1530.885,2615.986,3980.9263,4566.8716,4564.5557,2925.9668
2022-02-24,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,,,,,,,,
2022-02-19,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,1784.0875,2137.7258,1744.4078,2657.0059,4723.4185,5766.259,5636.5176,3115.688
2022-02-14,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,1396.5673,1754.9719,1356.2487,2235.0774,4311.0806,5248.1904,5148.8823,2646.7732
2022-02-09,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,,,,,,,,
2022-02-04,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,,,,,,,,
2022-01-30,Chau_Thanh,10.429339,105.125493,WS,D,27-03-2022,3.3,6800,1873.9054,2352.1719,2380.7622,2319.7163,4390.6733,6077.3867,5813.5703,2779.997
